"ID","INDEX","SCHOOL ID","NCES SCHOOL ID","SCHOOL NAME","DISTRICT NAME","FULL SCHOOL NAME","DISTRICT ID","PHONE","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","WHETHER A CHARTER SCHOOL","TOTAL STUDENTS, ALL GRADES (INCLUDES AE)","COUNTY NAME","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","CLASSROOM TEACHERS","TITLE I ELIGIBLE SCHOOL","SOURCE","SORT","DATA SOURCE IMPORT DATE","ACCOUNT NAME","DATA SOURCE","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","STREET","CITY","STATE","POSTALCODE","DATA SOURCE ID","TEMPORARY NAME","STATUS"
"001VA000004IcUGYA0","2523","7931","1.20144E+11","","Orange County Public Schools","Pinecrest Preparatory Charter School","1201440","(407)856-8359","8503 Daetwyler Dr","Orlando","FL","32827","K","8","Yes","234","Orange County","0","2","154","22","55","1","0","15","TRUE","Public File","3","04.20.2023","Pinecrest Preparatory Charter School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8503 Daetwyler Dr","Orlando","FL","32827","7931","Pinecrest Preparatory Charter School","Item Created"
"001VA000004IcUHYA0","2414","1461","1.20144E+11","","Orange County Public Schools","Eccleston Elementary School","1201440","(407)296-6400","1500 Aaron Ave","Orlando","FL","32811","PK","6","No","684","Orange County","0","1","26","653","2","0","2","37","TRUE","Public File","3","04.20.2023","Eccleston Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1500 Aaron Ave","Orlando","FL","32811","1461","Eccleston Elementary School","Item Created"
"001VA000004IcUIYA0","2417","2219","1.20144E+11","","Orange County Public Schools","Juvenile Detention","1201440","(407)897-2800","2800 S Bumby Ave","Orlando","FL","32806","K","12","No","136","Orange County","1","1","28","92","12","0","2","11","FALSE","Public File","3","04.20.2023","Juvenile Detention - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2800 S Bumby Ave","Orlando","FL","32806","2219","Juvenile Detention","Item Created"
"001VA000004IcUJYA0","2522","7869","1.20144E+11","","Orange County Public Schools","Central Florida Leadership Academy Charter","1201440","(407)480-2352","427 N Primrose Dr","Orlando","FL","32803","6","12","Yes","241","Orange County","1","8","84","77","66","0","5","16","TRUE","Public File","3","04.20.2023","Central Florida Leadership Academy Charter - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","427 N Primrose Dr","Orlando","FL","32803","7869","Central Florida Leadership Academy Charter","Item Created"
"001VA000004IcUKYA0","2507","7455","1.20144E+11","","Orange County Public Schools","Aloma High Charter School","1201440","(407)657-4343","495 N Semoran Blvd","Winter Park","FL","32792","9","12","Yes","500","Orange County","1","6","293","77","111","0","12","14","FALSE","Public File","3","04.20.2023","Aloma High Charter School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","495 N Semoran Blvd","Winter Park","FL","32792","7455","Aloma High Charter School","Item Created"
"001VA000004IcULYA0","2519","7785","1.20144E+11","","Orange County Public Schools","Innovations Middle Charter School","1201440","(407)429-7901","2768 N Hiawassee Rd","Orlando","FL","32818","6","9","Yes","219","Orange County","0","1","31","175","12","0","0","13","TRUE","Public File","3","04.20.2023","Innovations Middle Charter School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2768 N Hiawassee Rd","Orlando","FL","32818","7785","Innovations Middle Charter School","Item Created"
"001VA000004IbQFYA0","2404","1450","1.20144E+11","","Orange County Public Schools","Shenandoah Elementary School","1201440","(407)858-3180","4827 S Conway Rd","Orlando","FL","32812","PK","5","No","600","Orange County","0","14","270","44","259","1","12","41","TRUE","Public File","3","04.20.2023","Shenandoah Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4827 S Conway Rd","Orlando","FL","32812","1450","Shenandoah Elementary School","Item Created"
"001VA000004IbQGYA0","2518","7743","1.20144E+11","","Orange County Public Schools","Sunridge Elementary School","1201440","(407)656-0809","14455 Sunridge Blvd","Winter Garden","FL","34787","K","5","No","728","Orange County","1","44","202","185","275","3","18","45","TRUE","Public File","3","04.20.2023","Sunridge Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","14455 Sunridge Blvd","Winter Garden","FL","34787","7743","Sunridge Elementary School","Item Created"
"001VA000004IbQHYA0","2517","7736","1.20144E+11","","Orange County Public Schools","Acceleration Academy","1201440","(407)992-0917","2274 S Semoran Blvd","Orlando","FL","32822","8","12","No","232","Orange County","0","2","170","40","19","0","1","17","TRUE","Public File","3","04.20.2023","Acceleration Academy - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2274 S Semoran Blvd","Orlando","FL","32822","7736","Acceleration Academy","Item Created"
"001VA000004IbQIYA0","2516","7646","1.20144E+11","","Orange County Public Schools","Lake Nona High School","1201440","(407)956-8300","12500 Narcoossee Rd","Orlando","FL","32832","9","12","No","2528","Orange County","9","125","1328","252","766","4","44","112","TRUE","Public File","3","04.20.2023","Lake Nona High School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","12500 Narcoossee Rd","Orlando","FL","32832","7646","Lake Nona High School","Item Created"
"001VA000004IbQJYA0","2515","7614","1.20144E+11","","Orange County Public Schools","East River High School","1201440","(407)956-8550","654 Columbia School Rd","Orlando","FL","32833","9","12","No","2095","Orange County","11","96","830","223","879","5","51","98","TRUE","Public File","3","04.20.2023","East River High School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","654 Columbia School Rd","Orlando","FL","32833","7614","East River High School","Item Created"
"001VA000004IbQKYA0","2514","7611","1.20144E+11","","Orange County Public Schools","Forsyth Woods Elementary School","1201440","(407)207-7495","6651 Curtis St","Orlando","FL","32807","PK","5","No","739","Orange County","2","19","582","67","61","1","7","52","TRUE","Public File","3","04.20.2023","Forsyth Woods Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","6651 Curtis St","Orlando","FL","32807","7611","Forsyth Woods Elementary School","Item Created"
"001VA000004IbQLYA0","2513","7567","1.20144E+11","","Orange County Public Schools","Keenes Crossing Elementary School","1201440","(407)654-1351","5240 Keenes Pheasant Dr","Windermere","FL","34786","PK","5","No","893","Orange County","1","57","184","68","555","1","27","58","FALSE","Public File","3","04.20.2023","Keenes Crossing Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5240 Keenes Pheasant Dr","Windermere","FL","34786","7567","Keenes Crossing Elementary School","Item Created"
"001VA000004IbQMYA0","2512","7536","1.20144E+11","","Orange County Public Schools","Positive Pathways Transition Center","1201440","(407)992-0599","6125 N Orange Blossom Trl","Orlando","FL","32810","K","12","No","273","Orange County","1","4","90","157","19","0","2","18","TRUE","Public File","3","04.20.2023","Positive Pathways Transition Center - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","6125 N Orange Blossom Trl","Orlando","FL","32810","7536","Positive Pathways Transition Center","Item Created"
"001VA000004IbQNYA0","2511","7531","1.20144E+11","","Orange County Public Schools","Lake Nona Middle School","1201440","(407)956-8300","13700 Narcoossee Rd","Orlando","FL","32832","6","8","No","1805","Orange County","3","89","942","144","581","5","41","88","TRUE","Public File","3","04.20.2023","Lake Nona Middle School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","13700 Narcoossee Rd","Orlando","FL","32832","7531","Lake Nona Middle School","Item Created"
"001VA000004IbQOYA0","2510","7523","1.20144E+11","","Orange County Public Schools","Wetherbee Elementary School","1201440","(407)850-5130","701 E Wetherbee Rd","Orlando","FL","32824","PK","5","No","932","Orange County","3","41","617","152","100","6","13","61","TRUE","Public File","3","04.20.2023","Wetherbee Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","701 E Wetherbee Rd","Orlando","FL","32824","7523","Wetherbee Elementary School","Item Created"
"001VA000004IbQPYA0","2509","7459","1.20144E+11","","Orange County Public Schools","Bailes Early Childhood Academy","1201440","(407)852-3300","12702 Science Dr","Orlando","FL","32826","PK","5","Yes","270","Orange County","0","11","97","34","106","5","17","37","TRUE","Public File","3","04.20.2023","Bailes Early Childhood Academy - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","12702 Science Dr","Orlando","FL","32826","7459","Bailes Early Childhood Academy","Item Created"
"001VA000004IbQQYA0","2520","7822","1.20144E+11","","Orange County Public Schools","Cornerstone Charter Academy High School","1201440","(407)851-7730","5903 Randolph Ave","Belle Isle","FL","32809","9","12","Yes","408","Orange County","1","9","143","34","213","0","8","19","FALSE","Public File","3","04.20.2023","Cornerstone Charter Academy High School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","5903 Randolph Ave","Belle Isle","FL","32809","7822","Cornerstone Charter Academy High School","Item Created"
"001VA000004IbQRYA0","2508","7458","1.20144E+11","","Orange County Public Schools","Orlando Science Middle High Charter School","1201440","(407)253-7304","2427 Lynx Ln","Orlando","FL","32804","6","12","Yes","566","Orange County","7","151","107","127","154","2","18","42","TRUE","Public File","3","04.20.2023","Orlando Science Middle High Charter School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2427 Lynx Ln","Orlando","FL","32804","7458","Orlando Science Middle High Charter School","Item Created"
"001VA000004IbQSYA0","2506","7442","1.20144E+11","","Orange County Public Schools","Prosperitas Leadership Academy Charter School","1201440","(407)854-3945","4526 S Orange Blossom Trl","Orlando","FL","32839","9","12","Yes","191","Orange County","0","0","20","164","5","0","2","8","TRUE","Public File","3","04.20.2023","Prosperitas Leadership Academy Charter School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4526 S Orange Blossom Trl","Orlando","FL","32839","7442","Prosperitas Leadership Academy Charter School","Item Created"
"001VA000004IbQTYA0","2505","7434","1.20144E+11","","Orange County Public Schools","Timber Lakes Elementary School","1201440","(407)249-6177","2149 Crown Hill Blvd","Orlando","FL","32828","K","5","No","903","Orange County","1","94","388","97","301","3","19","57","TRUE","Public File","3","04.20.2023","Timber Lakes Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2149 Crown Hill Blvd","Orlando","FL","32828","7434","Timber Lakes Elementary School","Item Created"
"001VA000004IbQUYA0","2504","5642","1.20144E+11","","Orange County Public Schools","Whispering Oak Elementary School","1201440","(407)656-7773","15300 Stoneybrook West Pkwy","Winter Garden","FL","34787","PK","5","No","862","Orange County","8","73","187","64","486","6","38","55","FALSE","Public File","3","04.20.2023","Whispering Oak Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","15300 Stoneybrook West Pkwy","Winter Garden","FL","34787","5642","Whispering Oak Elementary School","Item Created"
"001VA000004IbQVYA0","2503","5641","1.20144E+11","","Orange County Public Schools","Andover Elementary School","1201440","(407)658-6800","3100 Sanctuary Point Blvd","Orlando","FL","32825","PK","5","No","801","Orange County","3","72","443","103","162","4","14","53","TRUE","Public File","3","04.20.2023","Andover Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3100 Sanctuary Point Blvd","Orlando","FL","32825","5641","Andover Elementary School","Item Created"
"001VA000004IbQWYA0","2502","5639","1.20144E+11","","Orange County Public Schools","East Lake Elementary School","1201440","(407)658-6825","3971 N Tanner Rd","Orlando","FL","32826","PK","5","No","752","Orange County","1","52","219","55","392","4","29","47","TRUE","Public File","3","04.20.2023","East Lake Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3971 N Tanner Rd","Orlando","FL","32826","5639","East Lake Elementary School","Item Created"
"001VA000004IbQXYA0","2500","5637","1.20144E+11","","Orange County Public Schools","Freedom Middle School","1201440","(407)858-6130","2850 W Taft Vineland Rd","Orlando","FL","32837","6","8","No","1034","Orange County","8","74","584","123","208","9","28","60","TRUE","Public File","3","04.20.2023","Freedom Middle School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2850 W Taft Vineland Rd","Orlando","FL","32837","5637","Freedom Middle School","Item Created"
"001VA000004IbQYYA0","2471","3746","1.20144E+11","","Orange County Public Schools","Olympia High School","1201440","(407)905-6400","4301 S Apopka Vineland Rd","Orlando","FL","32835","9","12","No","3194","Orange County","17","272","794","854","1165","11","81","138","TRUE","Public File","3","04.20.2023","Olympia High School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4301 S Apopka Vineland Rd","Orlando","FL","32835","3746","Olympia High School","Item Created"
"001VA000004IbQZYA0","2498","5634","1.20144E+11","","Orange County Public Schools","Legacy High Charter School","1201440","(407)656-4673","1550 E Crown Point Rd","Ocoee","FL","34761","9","12","Yes","168","Orange County","1","7","23","12","123","0","2","16","FALSE","Public File","3","04.20.2023","Legacy High Charter School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1550 E Crown Point Rd","Ocoee","FL","34761","5634","Legacy High Charter School","Item Created"
"001VA000004IbQaYAK","2430","2685","1.20144E+11","","Orange County Public Schools","Arbor Ridge K-8 School","1201440","(407)672-3110","2900 Logandale Dr","Orlando","FL","32817","PK","8","No","759","Orange County","5","73","302","54","299","1","25","59","TRUE","Public File","3","04.20.2023","Arbor Ridge K-8 School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2900 Logandale Dr","Orlando","FL","32817","2685","Arbor Ridge K-8 School","Item Created"
"001VA000004IbQbYAK","2440","2862","1.20144E+11","","Orange County Public Schools","Hidden Oaks Elementary School","1201440","(407)249-6350","9051 Suburban Dr","Orlando","FL","32829","PK","5","No","409","Orange County","0","19","249","36","88","3","14","35","TRUE","Public File","3","04.20.2023","Hidden Oaks Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","9051 Suburban Dr","Orlando","FL","32829","2862","Hidden Oaks Elementary School","Item Created"
"001VA000004IbQcYAK","2439","2861","1.20144E+11","","Orange County Public Schools","Little River Elementary School","1201440","(407)249-6360","100 Caswell Dr","Orlando","FL","32825","PK","5","No","452","Orange County","1","13","311","67","50","3","7","32","TRUE","Public File","3","04.20.2023","Little River Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","100 Caswell Dr","Orlando","FL","32825","2861","Little River Elementary School","Item Created"
"001VA000004IbQdYAK","2521","7846","1.20144E+11","","Orange County Public Schools","Orange County Virtual Franchise","1201440","(407)317-3327","1600 Silver Star Road","Orlando","FL","32801","K","12","No","139","Orange County","0","5","34","21","72","0","7","24","FALSE","Public File","3","04.20.2023","Orange County Virtual Franchise - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1600 Silver Star Road","Orlando","FL","32801","7846","Orange County Virtual Franchise","Item Created"
"001VA000004IbQeYAK","2437","2859","1.20144E+11","","Orange County Public Schools","Waterbridge Elementary School","1201440","(407)858-3190","11100 Galvin Dr","Orlando","FL","32837","PK","5","No","1174","Orange County","0","63","705","127","230","17","32","80","TRUE","Public File","3","04.20.2023","Waterbridge Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","11100 Galvin Dr","Orlando","FL","32837","2859","Waterbridge Elementary School","Item Created"
"001VA000004IbQfYAK","2076","7754","1.2012E+11","","Madison County School District","Madison Virtual Instruction Program","1201200","(850)973-1528","210 NE DUVAL AVE","MADISON","FL","32340","K","12","No","33","Madison County","0","0","0","5","28","0","0","-1","FALSE","Public File","3","04.20.2023","Madison Virtual Instruction Program - Madison County School District (FL - Madison) - 120120007754","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","210 NE DUVAL AVE","MADISON","FL","32340","7754","Madison Virtual Instruction Program","Item Created"
"001VA000004IbQgYAK","2435","2857","1.20144E+11","","Orange County Public Schools","Clay Springs Elementary School","1201440","(407)884-2275","555 N Wekiwa Springs Rd","Apopka","FL","32712","PK","5","No","739","Orange County","2","10","328","72","299","1","27","50","TRUE","Public File","3","04.20.2023","Clay Springs Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","555 N Wekiwa Springs Rd","Apopka","FL","32712","2857","Clay Springs Elementary School","Item Created"
"001VA000004IbQhYAK","2431","2687","1.20144E+11","","Orange County Public Schools","Meadow Woods Elementary School","1201440","(407)858-3140","500 Rhode Island Woods Cir","Orlando","FL","32824","PK","5","No","512","Orange County","1","8","384","74","41","2","2","33","TRUE","Public File","3","04.20.2023","Meadow Woods Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","500 Rhode Island Woods Cir","Orlando","FL","32824","2687","Meadow Woods Elementary School","Item Created"
"001VA000004IbQiYAK","2416","1463","1.20144E+11","","Orange County Public Schools","Carver Middle School","1201440","(407)296-5110","4500 Columbia St","Orlando","FL","32811","6","8","No","716","Orange County","0","2","60","641","7","1","5","42","TRUE","Public File","3","04.20.2023","Carver Middle School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4500 Columbia St","Orlando","FL","32811","1463","Carver Middle School","Item Created"
"001VA000004IbQjYAK","2441","2918","1.20144E+11","","Orange County Public Schools","Amikids Orlando","1201440","(407)886-5405","1461 S Lake Pleasant Rd","Apopka","FL","32703","6","12","No","45","Orange County","0","0","3","36","5","0","1","4","FALSE","Public File","3","04.20.2023","Amikids Orlando - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1461 S Lake Pleasant Rd","Apopka","FL","32703","2918","Amikids Orlando","Item Created"
"001VA000004IbQkYAK","2429","2645","1.20144E+11","","Orange County Public Schools","Hospital Homebound","1201440","(407)317-3909","3130 Edgewater Dr","Orlando","FL","32804","PK","12","No","220","Orange County","2","8","79","53","70","1","7","57","FALSE","Public File","3","04.20.2023","Hospital Homebound - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","3130 Edgewater Dr","Orlando","FL","32804","2645","Hospital Homebound","Item Created"
"001VA000004IbQlYAK","2427","2620","1.20144E+11","","Orange County Public Schools","Rock Springs Elementary School","1201440","(407)884-2242","2400 Rock Springs Rd","Apopka","FL","32712","PK","5","No","824","Orange County","1","16","291","132","359","0","25","60","TRUE","Public File","3","04.20.2023","Rock Springs Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2400 Rock Springs Rd","Apopka","FL","32712","2620","Rock Springs Elementary School","Item Created"
"001VA000004IbQmYAK","2426","2574","1.20144E+11","","Orange County Public Schools","Ventura Elementary School","1201440","(407)249-6400","4400 Woodgate Blvd","Orlando","FL","32822","PK","5","No","692","Orange County","1","2","543","70","72","0","4","52","TRUE","Public File","3","04.20.2023","Ventura Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4400 Woodgate Blvd","Orlando","FL","32822","2574","Ventura Elementary School","Item Created"
"001VA000004IbQnYAK","2425","2573","1.20144E+11","","Orange County Public Schools","Palm Lake Elementary School","1201440","(407)354-2610","8000 Pin Oak Dr","Orlando","FL","32819","K","5","No","570","Orange County","2","46","133","97","246","2","44","41","TRUE","Public File","3","04.20.2023","Palm Lake Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8000 Pin Oak Dr","Orlando","FL","32819","2573","Palm Lake Elementary School","Item Created"
"001VA000004IbQoYAK","2424","2522","1.20144E+11","","Orange County Public Schools","Clarcona Elementary School","1201440","(407)884-2220","8723 Hackney Prairie Rd","Orlando","FL","32818","PK","5","No","1013","Orange County","5","70","180","469","264","5","20","68","TRUE","Public File","3","04.20.2023","Clarcona Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","8723 Hackney Prairie Rd","Orlando","FL","32818","2522","Clarcona Elementary School","Item Created"
"001VA000004IbQpYAK","2423","2475","1.20144E+11","","Orange County Public Schools","Deerwood Elementary School","1201440","(407)249-6320","1356 S Econlockhatchee Trl","Orlando","FL","32825","PK","5","No","455","Orange County","0","15","209","32","188","1","10","39","TRUE","Public File","3","04.20.2023","Deerwood Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1356 S Econlockhatchee Trl","Orlando","FL","32825","2475","Deerwood Elementary School","Item Created"
"001VA000004IbQqYAK","2422","2355","1.20144E+11","","Orange County Public Schools","Westside Techical School","1201440","(407)905-2000","955 E Story Rd","Winter Garden","FL","34787","9","12","No","56","Orange County","0","0","0","0","0","0","0","43","FALSE","Public File","3","04.20.2023","Westside Techical School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","955 E Story Rd","Winter Garden","FL","34787","2355","Westside Techical School","Item Created"
"001VA000004IbQrYAK","2421","2227","1.20144E+11","","Orange County Public Schools","Orlando Techical School","1201440","(407)246-7060","301 W Amelia St","Orlando","FL","32801","9","12","No","56","Orange County","0","0","0","0","0","0","0","44","FALSE","Public File","3","04.20.2023","Orlando Techical School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","301 W Amelia St","Orlando","FL","32801","2227","Orlando Techical School","Item Created"
"001VA000004IbQsYAK","2420","2225","1.20144E+11","","Orange County Public Schools","Ocoee Elementary School","1201440","(407)877-5027","400 S Lakewood Ave","Ocoee","FL","34761","PK","5","No","812","Orange County","2","25","401","105","263","3","13","52","TRUE","Public File","3","04.20.2023","Ocoee Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","400 S Lakewood Ave","Ocoee","FL","34761","2225","Ocoee Elementary School","Item Created"
"001VA000004IbQtYAK","2419","2224","1.20144E+11","","Orange County Public Schools","Mid Florida Techical School","1201440","(407)251-6000","2900 W Oak Ridge Rd","Orlando","FL","32809","9","12","No","56","Orange County","0","0","0","0","0","0","0","81","FALSE","Public File","3","04.20.2023","Mid Florida Techical School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","2900 W Oak Ridge Rd","Orlando","FL","32809","2224","Mid Florida Techical School","Item Created"
"001VA000004IbQuYAK","2470","3745","1.20144E+11","","Orange County Public Schools","Timber Creek High School","1201440","(321)235-7800","1001 Avalon Park Blvd","Orlando","FL","32828","8","12","No","3270","Orange County","7","170","1200","344","1435","6","108","162","FALSE","Public File","3","04.20.2023","Timber Creek High School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1001 Avalon Park Blvd","Orlando","FL","32828","3745","Timber Creek High School","Item Created"
"001VA000004IbQvYAK","2418","2220","1.20144E+11","","Orange County Public Schools","Dr. Phillips Elementary School","1201440","(407)354-2600","6909 Dr Phillips Blvd","Orlando","FL","32819","PK","5","No","652","Orange County","1","75","174","52","337","4","9","46","TRUE","Public File","3","04.20.2023","Dr. Phillips Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","6909 Dr Phillips Blvd","Orlando","FL","32819","2220","Dr. Phillips Elementary School","Item Created"
"001VA000004IbQwYAK","2428","2621","1.20144E+11","","Orange County Public Schools","Metrowest Elementary School","1201440","(407)296-6450","1801 Lake Vilma Dr","Orlando","FL","32835","PK","5","No","1583","Orange County","4","89","609","481","343","7","50","96","TRUE","Public File","3","04.20.2023","Metrowest Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","1801 Lake Vilma Dr","Orlando","FL","32835","2621","Metrowest Elementary School","Item Created"
"001VA000004IbQxYAK","2442","2919","1.20144E+11","","Orange County Public Schools","Cypress Springs Elementary School","1201440","(407)249-6950","10401 Cypress Springs Pkwy","Orlando","FL","32825","PK","5","No","791","Orange County","2","88","376","55","244","0","26","52","TRUE","Public File","3","04.20.2023","Cypress Springs Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","10401 Cypress Springs Pkwy","Orlando","FL","32825","2919","Cypress Springs Elementary School","Item Created"
"001VA000004IbQyYAK","2438","2860","1.20144E+11","","Orange County Public Schools","Waterford Elementary School","1201440","(407)249-6410","11550 Lokanotosa Tr","Orlando","FL","32817","PK","5","No","722","Orange County","1","21","317","80","285","1","17","46","TRUE","Public File","3","04.20.2023","Waterford Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","11550 Lokanotosa Tr","Orlando","FL","32817","2860","Waterford Elementary School","Item Created"
"001VA000004IbQzYAK","2444","2926","1.20144E+11","","Orange County Public Schools","Hunters Creek Elementary School","1201440","(407)858-4610","4650 Town Center Blvd","Orlando","FL","32837","PK","5","No","888","Orange County","0","44","534","50","242","0","18","54","TRUE","Public File","3","04.20.2023","Hunters Creek Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4650 Town Center Blvd","Orlando","FL","32837","2926","Hunters Creek Elementary School","Item Created"
"001VA000004IbR0YAK","2469","3744","1.20144E+11","","Orange County Public Schools","Avalon Elementary School","1201440","(407)207-3825","13500 Tanja King Blvd","Orlando","FL","32828","PK","5","No","949","Orange County","4","71","277","51","516","0","30","61","FALSE","Public File","3","04.20.2023","Avalon Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","13500 Tanja King Blvd","Orlando","FL","32828","3744","Avalon Elementary School","Item Created"
"001VA000004IbR1YAK","2468","3743","1.20144E+11","","Orange County Public Schools","Camelot Elementary School","1201440","(407)207-3875","14501 Waterford Chase Pkwy","Orlando","FL","32828","PK","5","No","623","Orange County","1","40","314","82","168","3","15","42","TRUE","Public File","3","04.20.2023","Camelot Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","14501 Waterford Chase Pkwy","Orlando","FL","32828","3743","Camelot Elementary School","Item Created"
"001VA000004IbR2YAK","2467","3742","1.20144E+11","","Orange County Public Schools","Three Points Elementary School","1201440","(407)207-3800","4001 S Goldenrod Rd","Orlando","FL","32822","PK","5","No","617","Orange County","1","13","502","30","64","1","6","43","TRUE","Public File","3","04.20.2023","Three Points Elementary School - Orange County Public Schools (FL)","K12 - Prospects","012Du0000004KMzIAM","School","Unqualified","Public","4001 S Goldenrod Rd","Orlando","FL","32822","3742","Three Points Elementary School","Item Created"
