"ID","DISTRICT ID","FULL DISTRICT NAME","COUNTY NAME","LOCATION ADDRESS","LOCATION CITY","LOCATION STATE","LOCATION ZIP","PHONE","TOTAL NUMBER OF STUDENTS","TEACHERS - TOTAL","TOTAL CURRENT EXPENDITURES - INSTRUCTION","NUMBER OF SCHOOLS","INSTRUCTIONAL EXPENDITURES PER STUDENT","GRADES OFFERED - LOWEST","GRADES OFFERED - HIGHEST","ALL STUDENTS - AMERICAN INDIAN/ALASKA NATIVE","ALL STUDENTS - ASIAN","ALL STUDENTS - HISPANIC","ALL STUDENTS - BLACK","ALL STUDENTS - WHITE","ALL STUDENTS - HAWAIIAN NATIVE / PACIFIC ISLANDER","ALL STUDENTS - TWO OR MORE RACES","ENGLISH LANGUAGE LEARNER STUDENTS","SOURCE","SORT","DATA SOURCE IMPORT DATE","DATA_SOURCE__C","ACCOUNT RECORD TYPE","RECORD TYPE","ACCOUNT TYPE","PUBLIC OR PRIVATE","NCES_DISTRICT_ID__C","BILLINGSTREET","BILLINGCITY","BILLINGSTATE","BILLINGPOSTALCODE","TEMPORARY DISTRICT NAME","STATUS"
"001VA000003nvyZYAQ","1804770","Indianapolis Public Schools","Marion County","120 E Walnut St","Indianapolis","IN","46204","(317) 226-4411","27630","1656","201045000","70","7276","PK","12","36","185","7762","12639","5695","10","1303","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1804770","120 E Walnut St","Indianapolis","IN","46204","Indianapolis Public Schools (IN - Marion County)","Item Created"
"001VA000003nvyaYAA","3417700","West Windsor-Plainsboro Regional School District","Mercer County","321 Village Road East","West Windsor","NJ","8550","(609) 716-5000","9812","779","92796000","10","9457","PK","12","3","6742","464","505","1970","8","120","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3417700","321 Village Road East","West Windsor","NJ","8550","West Windsor-Plainsboro Regional School District (NJ - Mercer County)","Item Created"
"001VA000003nvybYAA","4812180","Burleson Independent School District","Johnson County","1160 S W Wilshire Blvd","Burleson","TX","76028","(817) 245-1000","12221","827","48757000","18","3989","PK","12","64","150","2750","777","8017","30","433","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4812180","1160 S W Wilshire Blvd","Burleson","TX","76028","Burleson Independent School District (TX - Johnson County)","Item Created"
"001VA000003nvycYAA","3413830","Ridgewood Public Schools","Bergen County","49 Cottage Place","Ridgewood","NJ","7450","(201) 670-2700","5745","431","56874000","10","9899","PK","12","1","1055","516","63","3723","0","387","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3413830","49 Cottage Place","Ridgewood","NJ","7450","Ridgewood Public Schools (NJ - Bergen County)","Item Created"
"001VA000003nvydYAA","632880","Ripon Unified School District","San Joaquin County","304 N. Acacia Ave.","Ripon","CA","95366","(209) 599-2131","4334","145","13856000","8","3197","K","12","16","243","1449","82","2178","21","345","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","632880","304 N. Acacia Ave.","Ripon","CA","95366","Ripon Unified School District (CA - San Joaquin County)","Item Created"
"001VA000003nvyeYAA","4222600","Springfield School District","Delaware County","111 W Leamy Ave","Springfield","PA","19064","(610) 938-6000","4062","274","32123000","5","7908","K","12","3","297","112","247","3277","4","122","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4222600","111 W Leamy Ave","Springfield","PA","19064","Springfield School District (PA - Delaware County)","Item Created"
"001VA000003nvyfYAA","632130","Redwood City Elementary School District","San Mateo County","750 Bradford St.","Redwood City","CA","94063","(650) 423-2200","8803","311","58909000","19","6691","K","8","5","332","6199","93","1765","106","303","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","632130","750 Bradford St.","Redwood City","CA","94063","Redwood City Elementary School District (CA - San Mateo County)","Item Created"
"001VA000003nvygYAA","4202970","Baldwin-Whitehall School District","Allegheny County","4900 Curry Rd","Pittsburgh","PA","15236","(412) 884-6300","4285","307","31044000","5","7244","K","12","5","590","85","248","3185","2","170","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4202970","4900 Curry Rd","Pittsburgh","PA","15236","Baldwin-Whitehall School District (PA - Allegheny County)","Item Created"
"001VA000003nvyhYAA","805370","St. Vrain Valley School District","Boulder County","395 South Pratt Parkway","Longmont","CO","80501","(303) 776-6200","32421","1875","144561000","51","4458","PK","12","112","1026","9629","292","20534","56","772","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","805370","395 South Pratt Parkway","Longmont","CO","80501","St. Vrain Valley School District (CO - Boulder County)","Item Created"
"001VA000003nvyiYAA","611820","East Side Union High School District","Santa Clara County","830 N. Capitol Ave.","San Jose","CA","95133","(408) 347-5000","27263","967","133109000","26","4882","K","12","69","10704","13849","620","1342","136","543","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","611820","830 N. Capitol Ave.","San Jose","CA","95133","East Side Union High School District (CA - Santa Clara County)","Item Created"
"001VA000003nvyjYAA","5308340","Stanwood-Camano School District","Snohomish County","26920 Pioneer Highway","Stanwood","WA","98292","(360) 629-1200","4569","244","26059000","11","5703","PK","12","41","61","466","32","3688","18","263","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5308340","26920 Pioneer Highway","Stanwood","WA","98292","Stanwood-Camano School District (WA - Snohomish County)","Item Created"
"001VA000003nvykYAA","607970","Central Unified School District","Fresno County","5652 W. Gettysburg Ave.","Fresno","CA","93722","(559) 274-4700","15893","645","67660000","22","4257","K","12","87","2306","9328","1508","2392","38","234","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","607970","5652 W. Gettysburg Ave.","Fresno","CA","93722","Central Unified School District (CA - Fresno County)","Item Created"
"001VA000003nvylYAA","1808250","Northwest Allen County Schools","Allen County","13119 Coldwater Rd","Fort Wayne","IN","46845","(260) 637-3155","7572","474","30603000","11","4041","PK","12","13","274","344","165","6416","0","360","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1808250","13119 Coldwater Rd","Fort Wayne","IN","46845","Northwest Allen County Schools (IN - Allen County)","Item Created"
"001VA000003nvymYAA","641040","Victor Elementary School District","San Bernardino County","12219 2Nd Ave.","Victorville","CA","92395","(760) 245-1691","12939","503","58117000","18","4491","K","6","144","316","7754","2542","1827","92","264","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","641040","12219 2Nd Ave.","Victorville","CA","92395","Victor Elementary School District (CA - San Bernardino County)","Item Created"
"001VA000003nvynYAA","604620","Benicia Unified School District","Solano County","350 E. K St.","Benicia","CA","94510","(707) 747-8300","4787","204","25005000","8","5223","K","12","14","590","892","391","2185","8","707","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","604620","350 E. K St.","Benicia","CA","94510","Benicia Unified School District (CA - Solano County)","Item Created"
"001VA000003nvyoYAA","637500","South Pasadena Unified School District","Los Angeles County","1020 El Centro St.","South Pasadena","CA","91030","(626) 441-5810","4794","191","27673000","5","5772","K","12","10","1654","1149","80","1342","5","554","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","637500","1020 El Centro St.","South Pasadena","CA","91030","South Pasadena Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003nvypYAA","4830060","Medina Valley Independent School District","Medina County","8449 F M 471 S","Castroville","TX","78009","(830) 931-2243","5088","443","18372000","6","3610","PK","12","28","28","2960","177","1746","11","138","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4830060","8449 F M 471 S","Castroville","TX","78009","Medina Valley Independent School District (TX - Medina County)","Item Created"
"001VA000003nvyqYAA","5302310","Eastmont School District","Douglas County","460 9Th St Ne","East Wenatchee","WA","98802","(509) 884-7169","6227","357","32485000","12","5216","PK","12","19","47","2923","16","3035","9","178","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5302310","460 9Th St Ne","East Wenatchee","WA","98802","Eastmont School District (WA - Douglas County)","Item Created"
"001VA000003nvyrYAA","624090","Marysville Joint Unified School District","Yuba County","1919 B St.","Marysville","CA","95901","(530) 741-6000","10096","438","48298000","25","4783","K","12","273","926","4250","360","3779","33","475","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","624090","1919 B St.","Marysville","CA","95901","Marysville Joint Unified School District (CA - Yuba County)","Item Created"
"001VA000003nvysYAA","1803270","Elkhart Community Schools","Elkhart County","2720 California Rd","Elkhart","IN","46514","(574) 262-5516","12913","776","79621000","21","6165","PK","12","14","143","4287","2019","5431","3","1016","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1803270","2720 California Rd","Elkhart","IN","46514","Elkhart Community Schools (IN - Elkhart County)","Item Created"
"001VA000003nvytYAA","4828550","Lufkin Independent School District","Angelina County","101 Cotton Sq","Lufkin","TX","75901","(936) 634-6696","7992","593","40372000","19","5051","PK","12","15","97","3293","2304","2076","6","201","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4828550","101 Cotton Sq","Lufkin","TX","75901","Lufkin Independent School District (TX - Angelina County)","Item Created"
"001VA000003nvyuYAA","1805580","Laporte Community School Corporation","Laporte County","1921 'A' St","Laporte","IN","46350","(219) 362-7056","6573","425","35537000","11","5406","PK","12","7","25","991","199","4967","7","377","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1805580","1921 'A' St","Laporte","IN","46350","Laporte Community School Corporation (IN - Laporte County)","Item Created"
"001VA000003nvyvYAA","5307740","Sedro-Woolley School District","Skagit County","801 Trail Rd","Sedro Woolley","WA","98284","(360) 855-3500","4479","236","24132000","11","5387","PK","12","98","45","922","31","3203","12","168","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5307740","801 Trail Rd","Sedro Woolley","WA","98284","Sedro-Woolley School District (WA - Skagit County)","Item Created"
"001VA000003nvywYAA","631320","Pomona Unified School District","Los Angeles County","800 S. Garey Ave.","Pomona","CA","91766","(909) 397-4800","23741","993","160287000","42","6751","K","12","52","1079","20357","1057","852","35","309","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","631320","800 S. Garey Ave.","Pomona","CA","91766","Pomona Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003nvyxYAA","1713530","Edwardsville Community Unit School District 7","Madison County","708 Saint Louis St","Edwardsville","IL","62025","(618) 656-1182","7534","437","38894000","14","5162","PK","12","17","193","285","572","6030","8","429","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1713530","708 Saint Louis St","Edwardsville","IL","62025","Edwardsville Community Unit School District 7 (IL - Madison County)","Item Created"
"001VA000003nvyyYAA","625320","Monrovia Unified School District","Los Angeles County","325 E. Hntngtn Dr.","Monrovia","CA","91016","(626) 471-2000","5563","232","33701000","12","6058","K","12","13","417","3538","335","1101","13","146","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","625320","325 E. Hntngtn Dr.","Monrovia","CA","91016","Monrovia Unified School District (CA - Los Angeles County)","Item Created"
"001VA000003nvyzYAA","4826190","La Porte Independent School District","Harris County","1002 San Jacinto St","La Porte","TX","77571","(281) 604-7000","7588","461","37780000","14","4978","PK","12","46","66","3615","536","3116","9","200","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4826190","1002 San Jacinto St","La Porte","TX","77571","La Porte Independent School District (TX - Harris County)","Item Created"
"001VA000003nvz0YAA","2635310","Waterford School District","Oakland County","501 North Cass","Waterford","MI","48328","(248) 706-4860","8999","447","62553000","18","6951","PK","12","43","219","1355","889","6107","12","374","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2635310","501 North Cass","Waterford","MI","48328","Waterford School District (MI - Oakland County)","Item Created"
"001VA000003nvz1YAA","1733000","Quincy School District 172","Adams County","1416 Maine St","Quincy","IL","62301","(217) 223-8700","6469","411","37478000","12","5793","PK","12","16","59","201","595","5082","7","509","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1733000","1416 Maine St","Quincy","IL","62301","Quincy School District 172 (IL - Adams County)","Item Created"
"001VA000003nvz2YAA","600158","Turlock Unified School District","Stanislaus County","1574 E. Canal","Turlock","CA","95380","(209) 667-0633","14241","625","78470000","16","5510","K","12","98","733","8177","282","4550","82","319","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","600158","1574 E. Canal","Turlock","CA","95380","Turlock Unified School District (CA - Stanislaus County)","Item Created"
"001VA000003nvz3YAA","600048","Paso Robles Joint Unified School District","San Luis Obispo County","800 Niblick Rd.","Paso Robles","CA","93446","(805) 769-1000","6871","273","34693000","12","5049","K","12","28","74","3683","89","2773","18","206","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","600048","800 Niblick Rd.","Paso Robles","CA","93446","Paso Robles Joint Unified School District (CA - San Luis Obispo County)","Item Created"
"001VA000003nvz4YAA","1732580","Adlai E Stevenson High School District 125","Lake County","1 Stevenson Drive","Lincolnshire","IL","60069","(847) 415-4000","4226","276","48686000","1","11520","9","12","9","1260","339","81","2414","4","119","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1732580","1 Stevenson Drive","Lincolnshire","IL","60069","Adlai E Stevenson High School District 125 (IL - Lake County)","Item Created"
"001VA000003nvz5YAA","4208850","Easton Area School District","Northampton County","1801 Bushkill Drive","Easton","PA","18040","(610) 250-2400","8583","545","68584000","11","7990","K","12","10","441","2165","1498","4111","10","348","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4208850","1801 Bushkill Drive","Easton","PA","18040","Easton Area School District (PA - Northampton County)","Item Created"
"001VA000003nvz6YAA","641580","Washington Unified School District","Yolo County","930 W.Acre Rd.","West Sacramento","CA","95691","(916) 375-7600","8281","352","37438000","15","4520","K","12","53","1248","3663","458","2407","106","346","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","641580","930 W.Acre Rd.","West Sacramento","CA","95691","Washington Unified School District (CA - Yolo County)","Item Created"
"001VA000003nvz7YAA","611850","East Whittier City Elementary School District","Los Angeles County","14535 E. Whittier Blvd.","Whittier","CA","90605","(562) 907-5900","8650","359","50540000","13","5842","K","8","11","212","7323","69","906","14","115","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","611850","14535 E. Whittier Blvd.","Whittier","CA","90605","East Whittier City Elementary School District (CA - Los Angeles County)","Item Created"
"001VA000003nvz8YAA","4844160","Vidor Independent School District","Orange County","120 E Bolivar St","Vidor","TX","77662","(409) 951-8714","4552","309","23608000","7","5186","PK","12","15","31","327","19","4088","1","71","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4844160","120 E Bolivar St","Vidor","TX","77662","Vidor Independent School District (TX - Orange County)","Item Created"
"001VA000003nvz9YAA","625690","Moorpark Unified School District","Ventura County","5297 Maureen Ln.","Moorpark","CA","93021","(805) 378-6300","6377","249","36128000","12","5665","K","12","10","395","3023","79","2554","7","309","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","625690","5297 Maureen Ln.","Moorpark","CA","93021","Moorpark Unified School District (CA - Ventura County)","Item Created"
"001VA000003nvzAYAQ","1712120","Community Consolidated School District 62","Cook County","777 E Algonquin Rd","Des Plaines","IL","60016","(847) 824-1136","4568","419","48837000","11","10691","PK","8","8","517","1920","187","1820","5","111","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1712120","777 E Algonquin Rd","Des Plaines","IL","60016","Community Consolidated School District 62 (IL - Cook County)","Item Created"
"001VA000003nvzBYAQ","618210","Imperial Unified School District","Imperial County","219 N. E St.","Imperial","CA","92251","(760) 355-3200","4149","183","19110000","5","4605","K","12","8","56","3488","39","512","1","45","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","618210","219 N. E St.","Imperial","CA","92251","Imperial Unified School District (CA - Imperial County)","Item Created"
"001VA000003nvzCYAQ","4817760","Eanes Independent School District","Travis County","601 Camp Craft Rd","Austin","TX","78746","(512) 732-9001","8061","599","45558000","12","5651","PK","12","15","1007","1025","67","5569","3","375","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4817760","601 Camp Craft Rd","Austin","TX","78746","Eanes Independent School District (TX - Travis County)","Item Created"
"001VA000003nvzDYAQ","691078","Los Angeles County Office Of Education","Los Angeles County","9300 Imperial Hwy.","Downey","CA","90242","(562) 922-6111","8062","191","254752000","40","31599","K","12","22","317","5544","1279","642","9","249","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","691078","9300 Imperial Hwy.","Downey","CA","90242","Los Angeles County Office Of Education (CA - Los Angeles County)","Item Created"
"001VA000003nvzEYAQ","3405490","Franklin Township Public Schools","Somerset County","1755 Amwell Rd","Somerset","NJ","8873","(732) 873-2400","7226","718","70425000","9","9746","PK","12","22","1125","2355","2699","871","13","141","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3405490","1755 Amwell Rd","Somerset","NJ","8873","Franklin Township Public Schools (NJ - Somerset County)","Item Created"
"001VA000003nvzFYAQ","2619620","Jackson Public Schools","Jackson County","522 Wildwood Ave","Jackson","MI","49201","(517) 841-2202","4945","243","39115000","14","7910","PK","12","13","86","332","1682","2239","9","584","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2619620","522 Wildwood Ave","Jackson","MI","49201","Jackson Public Schools (MI - Jackson County)","Item Created"
"001VA000003nvzGYAQ","5304230","Lake Washington School District","King County","16250 Ne 74Th St","Redmond","WA","98052","(425) 936-1200","29727","1669","150670000","53","5068","PK","12","60","8387","3050","515","15370","36","2309","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","5304230","16250 Ne 74Th St","Redmond","WA","98052","Lake Washington School District (WA - King County)","Item Created"
"001VA000003nvzHYAQ","636840","Simi Valley Unified School District","Ventura County","101 West Cochran Street","Simi Valley","CA","93065","(805) 306-4500","16801","687","95067000","30","5658","K","12","34","1703","6107","162","8017","22","756","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","636840","101 West Cochran Street","Simi Valley","CA","93065","Simi Valley Unified School District (CA - Ventura County)","Item Created"
"001VA000003nvzIYAQ","615180","Gilroy Unified School District","Santa Clara County","7810 Arroyo Cir.","Gilroy","CA","95020","(669) 205-4000","11834","456","58526000","16","4945","K","12","57","730","8275","138","1973","18","643","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","615180","7810 Arroyo Cir.","Gilroy","CA","95020","Gilroy Unified School District (CA - Santa Clara County)","Item Created"
"001VA000003nvzJYAQ","4813020","Carroll Independent School District","Tarrant County","2400 N Carroll Ave","Southlake","TX","76092","(817) 949-8222","8360","569","42310000","12","5061","PK","12","14","1381","814","168","5583","8","392","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4813020","2400 N Carroll Ave","Southlake","TX","76092","Carroll Independent School District (TX - Tarrant County)","Item Created"
"001VA000003nvzKYAQ","801920","Academy District 20","El Paso County","1110 Chapel Hills Drive","Colorado Springs","CO","80920","(719) 234-1200","25831","1597","122168000","36","4729","PK","12","103","1068","3592","786","18502","68","1712","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","801920","1110 Chapel Hills Drive","Colorado Springs","CO","80920","Academy District 20 (CO - El Paso County)","Item Created"
"001VA000003nvzLYAQ","4819950","Friendswood Independent School District","Galveston County","302 Laurel Dr","Friendswood","TX","77546","(281) 482-1267","6071","390","28599000","7","4710","PK","12","22","410","1067","107","4261","11","193","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4819950","302 Laurel Dr","Friendswood","TX","77546","Friendswood Independent School District (TX - Galveston County)","Item Created"
"001VA000003nvzMYAQ","604800","Berryessa Union Elementary School District","Santa Clara County","1376 Piedmont Rd.","San Jose","CA","95132","(408) 923-1831","7102","265","41016000","14","5775","K","8","4","4519","1662","124","377","40","376","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","604800","1376 Piedmont Rd.","San Jose","CA","95132","Berryessa Union Elementary School District (CA - Santa Clara County)","Item Created"
"001VA000003nvzNYAQ","4811790","Bryan Independent School District","Brazos County","101 N Texas Ave","Bryan","TX","77803","(979) 209-1000","16189","1191","77088000","26","4761","PK","12","28","59","9287","2977","3549","16","273","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4811790","101 N Texas Ave","Bryan","TX","77803","Bryan Independent School District (TX - Brazos County)","Item Created"
"001VA000003nvzOYAQ","4225290","West Chester Area School District","Chester County","829 Paoli Pike","West Chester","PA","19380","(484) 266-1000","11923","913","101637000","16","8524","K","12","4","1016","930","575","9148","16","234","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4225290","829 Paoli Pike","West Chester","PA","19380","West Chester Area School District (PA - Chester County)","Item Created"
"001VA000003nvzPYAQ","4807440","Abilene Independent School District","Taylor County","241 Pine","Abilene","TX","79601","(325) 677-1444","16842","1078","85275000","38","5063","PK","12","57","307","7433","2185","6125","21","714","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4807440","241 Pine","Abilene","TX","79601","Abilene Independent School District (TX - Taylor County)","Item Created"
"001VA000003nvzQYAQ","4824030","Huntsville Independent School District","Walker County","441 Fm 2821 E","Huntsville","TX","77320","(936) 435-6300","8274","409","26295000","11","3178","PK","12","54","137","2599","1952","3322","9","201","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4824030","441 Fm 2821 E","Huntsville","TX","77320","Huntsville Independent School District (TX - Walker County)","Item Created"
"001VA000003nvzRYAQ","3410560","Montclair Public Schools","Essex County","22 Valley Rd.","Montclair","NJ","7042","(973) 509-4000","6760","562","67901000","11","10044","K","12","11","373","799","1693","3445","6","433","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","3410560","22 Valley Rd.","Montclair","NJ","7042","Montclair Public Schools (NJ - Essex County)","Item Created"
"001VA000003nvzSYAQ","4216410","Neshaminy School District","Bucks County","2250 Langhorne-yardley Road","Langhorne","PA","19047","(215) 809-6000","8783","550","76786000","12","8742","K","12","13","435","496","395","7089","10","345","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4216410","2250 Langhorne-yardley Road","Langhorne","PA","19047","Neshaminy School District (PA - Bucks County)","Item Created"
"001VA000003nvzTYAQ","632370","Rialto Unified School District","San Bernardino County","182 E. Walnut Ave.","Rialto","CA","92376","(909) 820-7700","25480","1014","134279000","29","5269","K","12","75","321","21460","2432","842","116","234","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","632370","182 E. Walnut Ave.","Rialto","CA","92376","Rialto Unified School District (CA - San Bernardino County)","Item Created"
"001VA000003nvzUYAQ","638460","Sunnyvale School District","Santa Clara County","819 W. Iowa Ave.","Sunnyvale","CA","94088","(408) 522-8200","6575","295","42950000","10","6532","K","8","142","2292","1860","84","1510","63","624","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","638460","819 W. Iowa Ave.","Sunnyvale","CA","94088","Sunnyvale School District (CA - Santa Clara County)","Item Created"
"001VA000003o0pVYAQ","2614550","Flushing Community Schools","Genesee County","522 North Mckinley Rd","Flushing","MI","48433","(810) 591-1180","4095","228","23284000","7","5685","PK","12","14","38","180","377","3318","2","166","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2614550","522 North Mckinley Rd","Flushing","MI","48433","Flushing Community Schools (MI - Genesee County)","Item Created"
"001VA000003o0pWYAQ","1713320","East St Louis School District 189","St. Clair County","1005 State St","East Saint Louis","IL","62201","(618) 646-3009","5718","382","37752000","14","6602","PK","12","2","1","75","5563","46","1","30","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","1713320","1005 State St","East Saint Louis","IL","62201","East St Louis School District 189 (IL - St. Clair County)","Item Created"
"001VA000003o0pXYAQ","4820280","Galveston Independent School District","Galveston County","3904 Ave T","Galveston","TX","77550","(409) 766-5121","7017","509","38715000","17","5517","PK","12","37","149","3156","1694","1839","9","133","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4820280","3904 Ave T","Galveston","TX","77550","Galveston Independent School District (TX - Galveston County)","Item Created"
"001VA000003o0pYYAQ","4817730","Eagle Pass Independent School District","Maverick County","1420 Eidson Rd","Eagle Pass","TX","78852","(830) 773-5181","14582","807","74125000","24","5083","PK","12","236","31","14176","11","113","5","10","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4817730","1420 Eidson Rd","Eagle Pass","TX","78852","Eagle Pass Independent School District (TX - Maverick County)","Item Created"
"001VA000003o0pZYAQ","612960","Etiwanda Elementary School District","San Bernardino County","6061 E. Ave.","Etiwanda","CA","91739","(909) 899-2451","14111","599","71688000","17","5080","K","8","33","2335","6252","1384","3294","33","780","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","612960","6061 E. Ave.","Etiwanda","CA","91739","Etiwanda Elementary School District (CA - San Bernardino County)","Item Created"
"001VA000003o0paYAA","4204590","Butler Area School District","Butler County","110 Campus Lane","Butler","PA","16001","(724) 287-8721","6459","438","52784000","16","8172","K","12","2","35","102","127","6025","0","168","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","4204590","110 Campus Lane","Butler","PA","16001","Butler Area School District (PA - Butler County)","Item Created"
"001VA000003o0pbYAA","2635190","Warren Consolidated Schools","Macomb County","31300 Anita Drive","Warren","MI","48093","(586) 825-2400","14008","724","105748000","24","7549","PK","12","31","1755","221","1791","9707","17","486","Yes","District File","2","660822 (2)","K12 - Prospects","012Du0000004KMfIAM","District","Unqualified","Public","2635190","31300 Anita Drive","Warren","MI","48093","Warren Consolidated Schools (MI - Macomb County)","Item Created"
